"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Art","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'LUPUNG ARA (Boerhaavia diffusa)' - video","On 5.10.20, the Lahanti Club added a new video to their YouTube Channel for the GRTA sub-project Sustainable Food Systems. Lupung Ara is a species of flowering plant commonly known as Punarnava, Red Spiderling, Spreading Hogweed, or Tarvine. It is taken in herbal medicine for pain relief and other uses. The video shows how the Santhal community prepare this ingredient. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 62 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=yxKCW-DQH54&ab_channel=LahantiClub","60392f14322474.74392512","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60392f14322474.74392512&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"AHRC","AH/R004242/1","Research Grant","Artistic and Creative Products","University of Leeds","Sch of Languages, Cultures and Societies","Pitman","Thea","http://orcid.org/0000-0003-3436-1712","Sumak Kawsay and the Sustainable Development Agenda: project website","This is the project website, available in 3 languages. It also contains uploads of the reflective and creative materials produced by Indigenous participants in the project.","Artefact (including digital)","2018","The website has served to attract others working in the field to contact different members of the project team. However, the main forum for active debate and information sharing is a WhatsApp group called BuenosVivires/BonsViveres. This receives regular postings of information on relevant topics from a wide variety of those involved in the project.","https://skasd.net","5c6d794e999254.09643498","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5c6d794e999254.09643498&grantRef=AH%2FR004242%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/R004242/1","91FF22E8-F9EB-4302-B6A2-98ACA6DBDF89","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","83D87776-5958-42AE-889D-B8AECF16B468","7A015997-3B11-421A-810C-5A316E7B4CE8"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'KADDU ARA (Bottle gourd leaf)' - video","On 7.10.2020, the Lahanti Club added a new video to their YouTube Channel for the GRTA sub-project Sustainable Food Systems. Bottle Gourd is a common vegetable consumed in India. It is consumed as vegetable and/or juice. It is one of the cultivated food items in Santhal villages. Apart from the eating the fruit they eat it's leaves also. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 95 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=PU32FCU61jU&ab_channel=LahantiClub","60392f72a0a927.20033153","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60392f72a0a927.20033153&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/N02222X/1","Research Grant","Artistic and Creative Products","University of Southampton","Faculty of Engineering & the Environment","Cherrett","Tom","","Co-designing digital services for collaborative and sustainable logistics","A poster showing how big data from logistics companies can be blended and interpreted to better understand the collective impacts of last-mile delivery","Image","2019","Poster used at various events, at symposia and as a teaching aid","http://www.ftc2050.com/events/final/Oliver.pdf","5e5b8a15a8da26.63108194","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e5b8a15a8da26.63108194&grantRef=EP%2FN02222X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N02222X/1","72AEDBB9-59DE-4E65-8271-41B44AC854D5","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","2C6E81BC-AAFF-43BE-906C-05E4A1443C96"
"BBSRC","BB/P027806/1","Research Grant","Artistic and Creative Products","Scottish Association For Marine Science","Scottish Association For Marine Science","Cottier-Cook","Elizabeth","","Video - Sustainable seaweed aquaculture - Plants, People, Planet (New Phytologist Foundation)","WP3 PDRA J Brakel and colleagues contributed to a short video on sustainable seaweed aquaculture to accompany the publication of their article &quot;Exploring, harnessing and conserving marine genetic resources towards a sustainable seaweed aquaculture&quot; (Brakel, J., Sibonga, R.C., Dumilag, R.V., Montalescot, V., Campbell I., Cottier-Cook, E.J., Ward, G., Le Masson, V., Liu, T., Msuya, F.M., Brodie, J., Lim, P.E., Gachon, C.M.M. (2021). Exploring, harnessing and conserving marine genetic resources towards a sustainable seaweed aquaculture. Plants, People, Planet, 00, 1- 13. https://doi.org/10.1002/ppp3.10190). The video is published on the New Phytologist Foundation YouTube channel (URL provided below) and had been viewed more than 150 times at time of reporting.","Film/Video/Animation","2021","Raised awareness of journal article and general knowledge transfer related to sustainable seaweed aquaculture.","https://youtu.be/IkO8oR9RBl8","62333cedcf0fb7.13999841","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=62333cedcf0fb7.13999841&grantRef=BB%2FP027806%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P027806/1","28E83692-50A5-484A-A53E-5C795BD05CEF","2512EF1C-401B-4222-9869-A770D4C5FAC7","1ED25A21-FD91-4EC2-A06F-724F9F2CDC3D","7A0A792D-2530-456D-8B3A-ECA3FA241F37"
"NERC","NE/P021107/1","Research Grant","Artistic and Creative Products","Plymouth Marine Laboratory","Plymouth Marine Lab","Austen","Melanie","http://orcid.org/0000-0001-8133-0498","Schoolchildren in Palawan, Philippines co-wrote and produced a song about environmental issues and the positive actions needs to live sustainably","A group of schoolchildren were inspired by the research conducted by colleagues from Western Philippines University concerning the environmental issues and need for positive actions needed to live sustainably and co-wrote and produced a song.","Performance (Music, Dance, Drama, etc)","2019","The song has engaged an audience beyond the schoolchildren's group, including the immediate and extended families and enabled an artistic form of communicating the environmental issues and need to appreciate and protect the ecosystems.",,"5e62893a932711.47324549","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e62893a932711.47324549&grantRef=NE%2FP021107%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P021107/1","27F06A49-93A7-4EDE-B49E-6082E197DE2D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","139942FB-1283-49AA-873B-5A6C4E2FD27C"
"UKRI","MR/S015299/1","Fellowship","Artistic and Creative Products","University of Leeds","Sch of Geography","McQuaid","Katie","http://orcid.org/0000-0003-4919-2958","Mama Nankya by Aida Namukose","'Mama Nankya', a photograph by Aida Namukose. GENERATE invites applicants to submit a piece of artistic work and an accompanying description that explains what inspired the work and how it interprets the theme of &quot;Climate and Gender (In)Justice in the City&quot; in the context of urban Uganda or Indonesia. 
As with most societal injustices, the brunt of climate change is typically bared by women, especially low-income women. Ill placed landfills are a common feature in Ugandan cities, and a visit to one of them reveals that the majority of people that dwell and work there are women and children. The correlation between gender injustice and climate change is not one that's typically highlighted or written about, and I too was surprised to find many women of all ages and young children working in the highly hazardous conditions that are Kampala's landfills. These landfills release large amounts of methane, a greenhouse gas that contributes towards climate change as well as health problems for those that are overly exposed to it.

I asked this lady (mama Nankya) for permission to photograph her because I believed that her (and other women's) reality in this spaces is an important one to share, talk about and resolve. I'm always interested in combining my artistic skills and activism interests (particularly) for African women and telling the vastly hidden stories is what inspired this piece and the rest in the series. I believe it highlights important realities such as; economic inequality and the growing issue of garbage disposal in our cities and what that means for the environment as well as the people that inhabit it.","Artwork","2021","We have been working in partnership with Aida Namukose to pursue a photographic project to document young women's experiences of climate change through the lens of livliehoods dependent on Lake Victoria. Aida is now pursuing two fellowships and mentoring programmes to develop her career as a photojournalist and demonstrates passion about covering climate stories and events.",,"62285efcbcbe89.91296961","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=62285efcbcbe89.91296961&grantRef=MR%2FS015299%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/S015299/1","C07ABA12-38CD-4110-87F4-80C176EC5254","5807F429-7BF0-4E42-917E-D4ADF5399E7B","83D87776-5958-42AE-889D-B8AECF16B468","EECFB85C-8835-4446-A089-B5E71DA0F278"
"AHRC","AH/E009492/1","Research Grant","Artistic and Creative Products","University of Central Lancashire","Sch of Art, Design and Performance","Binns","David","http://orcid.org/0000-0003-1701-4954","The Honey and the Bee Hive","The artwork 'Foel Fenlli' was shown in the exhibition 'The Honey and the Bee Hive' at Contemporary Applied Arts, London.
The piece of work made for the Bee exhibition involved processes and an aesthetic properties developed through my AHRC funded research.
The piece is made from almost 100% recycled waste material, offering a broader narrative about issues of sustainability and eco-responsibility. 
This piece is one of a series of a artworks made to test the process developed through the AHRC funded award.","Artwork","2010","The artwork demonstrates how processes developed within the 'Aesthetic of Waste' research project may be applied to creative art practice - offering opportunities for other artists and craft makers to exploit the process - that is made from no less than 97% recycled, low value waste.","http://www.caa.org.uk/exhibitions/archive/2010/the-honey-bee-and-the-hive/david-binns/","54638c648693c7.96429566","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=54638c648693c7.96429566&grantRef=AH%2FE009492%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/E009492/1","5799A072-6CDA-4FD1-90FD-C7BD42B9B3E1","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","AEC15D5A-BFD5-4D34-978F-500C126C4FDC","761D08CF-AABC-4B51-8079-AC876B8743A9"
"ESRC","ES/N002016/1","Research Grant","Artistic and Creative Products","University of Sheffield","Sociological Studies","Pearce","Warren","","Visual vernaculars of climate change","Innovative data visualisation that uses digital artistic technique of composite images to produce an engaging, dream-like means of comparing the ise of images across different platforms.","Image","2019","Too early to say.","https://publicaties.bibliotheek.hva.nl/pure/en/publications/visual-vernaculars-of-climate-change(5aecda55-457f-43ae-a6eb-b083cae24863).html","5e629085517fd9.50713682","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e629085517fd9.50713682&grantRef=ES%2FN002016%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/N002016/1","EE6484A8-CDEA-4210-BFFA-AD7D22EDD4A4","924BE15C-91F2-4AAD-941A-3F338324B6AE","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","4254C27A-62A2-4191-8DCB-2F9399F769E8"
"NERC","NE/R017980/1","Research Grant","Artistic and Creative Products","University of Exeter","Geography","Feldpausch","Ted","http://orcid.org/0000-0002-6631-7962","Trans.MISSION II | Espiral - Spanish","The BioResilience project developed a short story with Colombia writer Juan C&aacute;rdenas with the Hay Festival to communicate research to the public

Story synopsis:

It's 2049 in Colombia. 

Two childhood friends exchange messages across an ideological divide. One now works for the Reserve - a large scale mining operation in the Serran&iacute;a de las Quinchas posing as a conservation project - while the other lives in one of the displaced communities on its fringe.

Based on climate research by teams of experts led by Dr Naomi Milner, Colombian writer and activist Juan C&aacute;rdenas has created a piece of creative writing to communicate the socio-ecological systems within Colombia and their response to environmental change. 
 
This film is part of Hay Festival's Trans.MISSION project, pairing leading researchers with award-winning artists to communicate the latest climate science. New stories are being launched in a series of public events at Hay Festival editions in Peru, Colombia and Wales throughout 2019-20.

Juan C&aacute;rdenas is a writer, creative writing teacher, and activist, who has worked extensively with Afrocolombian and indigenous communities mapping oral traditions. A recent project saw him collaborate with former FARC guerrilla members and community leaders to get them to tell their stories. C&aacute;rdenas is interested in nature and the environment and has campaigned for public policies on the matter in his native Colombia.

Naomi Millner is Lecturer in Human Geography at Bristol University and is working on one of three linked research projects under The Exploring &amp; Understanding Colombian Bio Resources programme. This programme seeks to improve understanding of socio-ecological systems in the Colombian regions of Boyac&aacute; and Cundinamarca, and their response to environmental change, including climate, land use, and social or political change; and the underpinning role and value of biodiversity in these ecosystems.
 
Find out more at http://hayfestival.com/sustainability...

Find out more about the research behind this project at https://nerc.ukri.org/research/funded...

#HayTransMISSION","Film/Video/Animation","2020","The video was watched 29 times.","https://www.youtube.com/watch?v=nAtTRshjUZM","6049202d146e94.01230569","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=6049202d146e94.01230569&grantRef=NE%2FR017980%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R017980/1","02F48C14-A805-4FED-BB2D-ADFCA0C5080D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","961756BF-E31F-4A13-836F-0A09BA02385C","A0DC31FF-CA3F-43D7-A947-852655BA22B7"
