"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/N50998X/1","Research Grant","Intellectual Property","Imperial College London","Dept of Chemistry","Kucernak","Anthony","http://orcid.org/0000-0002-5790-9683","Fuel Cell For Wastewater Treatment","The invention provides a method of treating waste comprising the steps of: providing an electrochemical cell comprising a cathode, and an anode; supplying a waste stream comprising an organic compound which is a liquid or dissolved in a solvent and contacting the anode and cathode with the waste stream; electrochemically oxidising the organic compound at the anode; supplying oxygen to the cathode; electrochemically reducing the oxygen at the cathode; wherein the cathode comprises a poison resistant oxygen reduction catalyst.","Patent application published","US2018354819","2018","Yes","Patent has been licensed to spinout company &quot;SweetGen&quot;",,"5c75121fa41d61.91633409","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5c75121fa41d61.91633409&grantRef=EP%2FN50998X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N50998X/1","E8DC1A0C-B5A9-4761-90D8-DD4B14928AD5","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","DC63E51F-FF78-452B-A4D8-570B9513DCBC"
"EPSRC","EP/H00713X/1","Research Grant","Intellectual Property","Imperial College London","Dept of Chemistry","Williams","Charlotte","","CARBOHYDRATE LACTONE POLYMERS","The present invention relates to a novel carbohydrate lactone, functionalized aliphatic polyesters and copolymers formed therefrom, and processes for the preparation thereof from renewable resources.","Patent granted","WO2009118538","2009","No","FOLLOW ON FUNDING RECIEVED, LICENSE NEGOTIATIONS IN PROGRESS",,"546340573319d9.66519556","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=546340573319d9.66519556&grantRef=EP%2FH00713X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/H00713X/1","F9176667-FFDE-4F58-AB36-83A7FD4DA749","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","92B64E72-A0B4-41B8-A981-67E32B92BF7D"
"EPSRC","EP/T021969/1","Research Grant","Intellectual Property","Cardiff University","Sch of Engineering","Wu","Jianzhong","","????????????????????????","The invention relates to a natural gas path modeling method for operation control of a comprehensive energy system, and belongs to the technical field of operation control of the comprehensive energysystem. The method comprises the following steps: establishing a partial differential equation between flow and pressure in a natural gas pipeline based on a mass conservation and momentum conservation equation in the natural gas pipeline, a natural gas state equation and a flow equation; mapping the gas circuit to a frequency domain by using Fourier transform, and obtaining a lumped parameter model through two-port equivalents; a natural gas supercharger equation is combined, and a natural gas path general branch model is established; defining a node-branch incidence matrix and a node-outflowbranch incidence matrix, and establishing a topological constraint equation of a natural gas path; and establishing a natural gas path equation in combination with the natural gas path general branchmodel and the topological constraint equation of the natural gas path. The method has high unity with a network matrix and a network equation of a power network in mathematical form, thereby laying afoundation for unified analysis of gas and electricity heterogeneous energy flows.","Patent application published","CN111259547","2020","No","2) Natural gas path modeling method for operation control of comprehensive energy system
It can help address the flow calculation of the natural gas system. The model is linear and has excellent computational performance. This patent has been applied in a project which aims to establish an integrated energy management system in China. It provides support for the development of the function of the flow calculation for the natural gas system in the integrated energy management system. The functio",,"62320520eea942.35081450","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=62320520eea942.35081450&grantRef=EP%2FT021969%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T021969/1","93DB2EE9-54E8-4A0C-B0F3-F2B179BE728D","798CB33D-C79E-4578-83F2-72606407192C","9C10D78F-6430-4CA7-9528-B96B0762A4C6","97F6D683-4C55-4C34-A01D-822C8D704E04"
"MRC","G0300058","Research Grant","Intellectual Property","University of Edinburgh","Sch of Biological Sciences","Wilmut","Ian","","PLURIPOTENT CELLS FROM RAT AND OTHER SPECIES","Pluripotent cells are derived and maintained in a self-renewing state in serum-free culture medium comprising a MEK inhibitor, a GSK3 inhibitor and an antagonist of an FGF receptor.","Patent granted","US2008066197","2008","No","Not known",,"56B694063E0","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=56B694063E0&grantRef=G0300058","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0300058","8CDDBBC4-DC89-4B14-8E56-050359AFB36A","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","348FE8B2-125A-4F5E-AC31-CC9159532CE5"
"MRC","G0300058","Research Grant","Intellectual Property","University of Edinburgh","Sch of Biological Sciences","Wilmut","Ian","","CULTURE MEDIUM CONTAINING KINASE INHIBITORS, AND USES THEREOF","Pluripotent cells are maintained in a self-renewing state in serum-free culture medium comprising a MEK inhibitor, a GSK3 inhibitor and, optionally, an antagonist of an FGF receptor. Pluripotent cells are also maintained in a self-renewing state in serum-free culture medium comprising a MEK inhibitor and an antagonist of an FGF receptor.","Patent granted","US2010041137","2010","No","Not known",,"FF3DCB19F50","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=FF3DCB19F50&grantRef=G0300058","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0300058","8CDDBBC4-DC89-4B14-8E56-050359AFB36A","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","348FE8B2-125A-4F5E-AC31-CC9159532CE5"
"MRC","G0700711","Research Grant","Intellectual Property","University of Edinburgh","Royal (Dick) School of Veterinary Scienc","ffrench-Constant","Charles","","CULTURE MEDIUM CONTAINING KINASE INHIBITORS, AND USES THEREOF","Pluripotent cells are maintained in a self-renewing state in serum-free culture medium comprising a MEK inhibitor, a GSK3 inhibitor and, optionally, an antagonist of an FGF receptor. Pluripotent cells are also maintained in a self-renewing state in serum-free culture medium comprising a MEK inhibitor and an antagonist of an FGF receptor.","Patent granted","US2010041137","2010","No","Not known",,"FF3DCB19F50","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=FF3DCB19F50&grantRef=G0700711","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0700711","CD8E9B79-5DA7-4A39-8749-C3317B5EDCC7","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","6E21A7D6-BE0F-45B5-9AAD-25FE1CE982B1"
"EPSRC","EP/F06229X/1","Research Grant","Intellectual Property","University of Liverpool","Chemistry","Cooper","Andrew","","CLATHRATES FOR GAS STORAGE","This invention relates to a gas hydrate (often referred to as a clathrate) comprising a water- in-gas emulsion (egdrywater (DW)) and an enclathrated exogenous gas such as for example methane, natural gas, hydrogen orcarbon dioxide.","Patent granted","WO2010010372","2010","No",,,"m_8128275155766a934e","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=m_8128275155766a934e&grantRef=EP%2FF06229X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/F06229X/1","BEE9510E-FAB0-43D8-8448-162BD4FC1FC7","798CB33D-C79E-4578-83F2-72606407192C","A0A585E0-6B0D-4643-A3A6-47943B4CBFEF","11D1BC37-1FAE-4F3C-A479-74BD81C2B693"
"EPSRC","EP/P004504/1","Research Grant","Intellectual Property","Imperial College London","Materials","Payne","David","","???????????","The present application relates to the electrochemical extraction of lead (Pb) from a lead- containing material using a deep eutectic solvent. This is of particular use in the recycling of the lead-based materials that result from energy generation processes.","Patent granted","CN107820521","2018","No","We have spun out a company (Solveteq) and we will use this as a vehicle to exploit the IP generated through RELAB.",,"5e6767134390f9.04343870","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5e6767134390f9.04343870&grantRef=EP%2FP004504%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P004504/1","15DDA669-78AC-4520-8C09-8794417205D6","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","FE9619BC-8934-41E1-A26F-D3BB3BA61529"
"MRC","MR/R025851/1","Fellowship","Intellectual Property","University of Edinburgh","MRC Human Genetics Unit","Canela-Xandri","Oriol","http://orcid.org/0000-0003-4601-6289","Interactive analysis of large datasets whilst keeping the data protected.","Human genomic data is doubling in size every seven months and will soon exceed other Big Data generators such as astronomy, YouTube and Twitter. Extracting value from this data is a key step in areas such as drug targeting and personalized medicine. According to Global Market Insights, the digital genome market is projected to hit $50.4 billion by 2025, and is key for two UK Grand Challenges: AI & data and ageing society. Accordingly, the UK is positioning as a big player through strategic investments to create world leading resources such as UK Biobank and Genomics England. Reaching the full potential of this substantial investment relies on developing associated industries around it to unlock value from the data. However, several barriers still exist: a) Legal, political, or economic restrictions hamper access to multi-institutional and multi-national fragmented data. b) Preparing and analysing the data may require days or even weeks of a highly skilled individual's work performing repetitive low-value tasks. c) Analysing genetic data requires multidisciplinary skills. d) Requirement of large computational resources. Not all organizations perceive these problems the same way. Whilst public organisations and small biotechs struggle to find the adequate skills and allocate the required computational resources, this does not seem to be a major concern for big pharma companies. On the other hand, difficulties accessing multi-organization scattered data affects all organizations. Other problems in the field including scalability, evidence, equity, democratization, information, health, and carbon footprint. Several companies have been created to address these problems, some of whom we have met (LifeBit and DNA Nexus). We do not believe their solutions satisfactorily address the field's major challenges we have identified. In particular, the analyst still needs to see the sensitive data through their platforms and also requires high computational costs and time requirements. The development proposes to overcome these challenges through: 1) An extremely efficient computation engine we developed. Using inexpensive hardware, it reduces large dataset analysis times, from days to seconds. 2) An easy-to-use web system that enables the engine to be interactively queried without requiring direct data access - even by the person analysing it. These technologies together can be disruptive to how data is currently accessed and analysed. Our solution can move the field from the current situation, where an analyst struggles to reach data and then spends weeks in an iterative cycle of data preparation and analysis, to a situation where multi-organization fragmented data is accessed easily, and queried interactively and on-demand.","Trade Mark",,"","Yes","It is used in an early stage spin-out",,"62292d05f25d35.91053044","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=62292d05f25d35.91053044&grantRef=MR%2FR025851%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/R025851/1","77FAFC29-C8BF-401D-9507-4FC816EE6179","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E33C11BF-D91A-4357-9392-3675549278E2"
"STFC","ST/V002252/1","Research Grant","Intellectual Property","University of Hertfordshire","School of Physics, Astronomy and Maths","Geach","James","","PREDICTING VISIBLE/INFRARED BAND IMAGES USING RADAR REFLECTANCE/BACKSCATTER IMAGES OF A TERRESTRIAL REGION","The present invention relates to a method and apparatus that can predict the visible- infrared band images of a region of the Earth's surface that would be observed by an Earth Observation (EO) satellite or other high-altitude imaging platform, using data from radar reflectance/backscatter of the same region. The method and apparatus can be used to predict images of the Earth's surface in the visible-infrared bands when the view between an imaging instrument and the ground is obscured by cloud or some other medium that is opaque to electromagnetic (EM) radiation in the visible-infrared spectral range, approximately spanning 400-2300 nanometres (nm), but transparent to EM radiation in the radio-/microwave part of the spectrum. Regular, uninterrupted monitoring of the Earth's surface is important for a wide range of applications, from agriculture to defence.","Patent granted","WO2021028650","2021","Yes","Aspia Space is commercialising this technology through a licence with the University of Hertfordshire. It is being applied in a number of fields, including precision agriculture, insurance, and environmental monitoring.",,"623091864bb2b9.83869801","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=623091864bb2b9.83869801&grantRef=ST%2FV002252%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/V002252/1","4A272666-EB2B-41A0-AFFE-CE2F154024B3","D7F4F462-0518-4784-908A-D12633C139B3","5E589D68-A73C-42BB-892C-BC508C7B60CA","BF60076A-EF9D-490A-8315-E325CA43C39E"
