"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Influence","Type of Influence","Guideline Title","Geographic Reach","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"NERC","NE/P015050/1","Research Grant","Policy Influence","NERC Centre for Ecology and Hydrology","Hydro-climate Risks","Hayman","Garry","http://orcid.org/0000-0003-3825-4156","The Tyndall Centre for Climate Change Research at the University of East Anglia produced a report for the Department for the UK Department for Business, Energy and Industrial Strategy (BEIS). The report summarises research examining the implications of global warming of 1.5&deg;C and 2&deg;C, which were funded by (1) BEIS and conducted by researchers at the Tyndall Centre and collaborators, and (2) the Natural Environment Research Council (NERC) and conducted by researchers at various universities and research centres. The report addressed a series of questions proposed by BEIS.","Citation in other policy documents",,"National",,"https://tyndall.ac.uk/sites/default/files/implications_of_global_warming_of_1.5_and_2_degrees_-_final_report_1_0.pdf","5c794a08893884.78041525","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5c794a08893884.78041525&grantRef=NE%2FP015050%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P015050/1","946DD345-0251-4267-B03F-2CE813B5B435","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4FC881BE-799E-459C-A287-2A68170426DA","9AE998A7-816E-4351-9152-2EC0794F4F42"
"EPSRC","EP/R045518/1","Research Grant","Policy Influence","Imperial College London","Energy Futures Lab","Green","Tim","http://orcid.org/0000-0003-3893-2439","Provided expert review of International Renewable Energy Agency's policy brief on demand-side flexibility","Implementation circular/rapid advice/letter to e.g. Ministry of Health",,"Multiple continents/international","Better understanding of the role of demand-side flexibility for the energy transition.","https://www.irena.org/publications/2019/Dec/Demand-side-flexibility-for-power-sector-transformation","5e661cf3b693c7.12198905","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e661cf3b693c7.12198905&grantRef=EP%2FR045518%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R045518/1","BC392FA6-9126-4785-A848-415379065831","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","5CA3274E-E654-4C46-81FB-F1EB430D265A"
"EPSRC","EP/L001039/1","Research Grant","Policy Influence","Imperial College London","Electrical and Electronic Engineering","Strbac","Goran","","Provided expert review of International Renewable Energy Agency's policy brief on demand-side flexibility","Implementation circular/rapid advice/letter to e.g. Ministry of Health",,"Multiple continents/international","Better understanding of the role of demand-side flexibility for the energy transition.","https://www.irena.org/publications/2019/Dec/Demand-side-flexibility-for-power-sector-transformation","5e661cf3b693c7.12198905","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e661cf3b693c7.12198905&grantRef=EP%2FL001039%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L001039/1","AB731388-2D7D-4EF7-9F62-E5A6DF8BE322","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","27B40B02-5FD4-4344-9AD7-DA294127622B"
"NERC","NE/H013679/1","Research Grant","Policy Influence","Rothamsted Research","Sustainable Soils and Grassland Systems","McGrath","Stephen Paul","","EU-COST FA0905 Mineral improved crop production for healthy food and feed","Membership of a guideline committee",,"Asia",,"http://www.cost.eu/COST_Actions/fa/Actions/FA0905manual","55366fc82dfac0.47423744","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=55366fc82dfac0.47423744&grantRef=NE%2FH013679%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/H013679/1","1A9C935F-98CA-4EE4-AF4E-3A1C291A37EA","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","A71537F2-04A4-4C98-BB3D-0B64DD025C19"
"NERC","pml010009","Other Grant","Policy Influence","Plymouth Marine Laboratory",,"Allen","Icarus","","Member of the German BIOACID Ocean Acidification Programme International Scientific Advisory Committee","Influenced training of practitioners or researchers",,"National",,,"544b907beca967.25294716","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=544b907beca967.25294716&grantRef=pml010009","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=pml010009","948A5562-6BE1-48FE-B392-64D39C010339","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","7300F58C-5309-42D5-A146-F806C5FA7814"
"NERC","pml010009","Other Grant","Policy Influence","Plymouth Marine Laboratory",,"Allen","Icarus","","Member of the Ocean Acidification Subcommittee of US Ocean Carbon and Biogeochemistry program","Participation in a advisory committee",,"North America","Ocean Acidification Subcommittee of US Ocean Carbon and Biogeochemistry program advices NSF on its Ocean Acidification research programme",,"58b865776f88d7.93940252","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58b865776f88d7.93940252&grantRef=pml010009","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=pml010009","948A5562-6BE1-48FE-B392-64D39C010339","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","7300F58C-5309-42D5-A146-F806C5FA7814"
"NERC","pml010009","Other Grant","Policy Influence","Plymouth Marine Laboratory",,"Allen","Icarus","","Arctic Monitoring and Assessment Programme (AMAP) assessment of Arctic Ocean Acidification (AOA).","Influenced training of practitioners or researchers",,"Australia",,,"r-1385372822.531846362547866","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=r-1385372822.531846362547866&grantRef=pml010009","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=pml010009","948A5562-6BE1-48FE-B392-64D39C010339","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","7300F58C-5309-42D5-A146-F806C5FA7814"
"NERC","pml010009","Other Grant","Policy Influence","Plymouth Marine Laboratory",,"Allen","Icarus","","Guest Speaker: The economics of Ocean Acidification - a workshop for Policymakers (Monaco)","Influenced training of practitioners or researchers",,"Asia","A workshop conducted to develop regionally-based assessments of the impacts of OA on marine economics.",,"r-5510958103.007598625599ee","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=r-5510958103.007598625599ee&grantRef=pml010009","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=pml010009","948A5562-6BE1-48FE-B392-64D39C010339","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","7300F58C-5309-42D5-A146-F806C5FA7814"
"NERC","NE/N012585/1","Fellowship","Policy Influence","University of East Anglia","Environmental Sciences","Ostle","Clare","http://orcid.org/0000-0001-6923-5535","Provided evidence on ocean acidification by House of Commons Science and Technology Committee","Gave evidence to a government review",,"Europe","Report formed basis for evidence provided to enquiry on ocean acidification by House of Commons Science and Technology Committee",,"5c64096a5a3b96.70835857","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5c64096a5a3b96.70835857&grantRef=NE%2FN012585%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N012585/1","DB42EF7A-466C-4D5A-8ABF-61588A12731C","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","1D7060FA-D654-4832-BD33-75FFDEAB9F29"
"NERC","bas0100028","Intramural","Policy Influence","NERC British Antarctic Survey",,"Meredith","Michael","","Energy & Climate Change Select Committee inquiry into IPCC","Gave evidence to a government review",,"National","Emily Shuckburgh was a witness for the Energy and Climate Change Select Committee's inquiry into the Intergovernmental Panel on Climate Change Fifth Assessment Report, appearing in person and submitting written evidence.","http://www.parliament.uk/business/committees/committees-a-z/commons-select/energy-and-climate-change-committee/inquiries/parliament-2010/the-ipcc/","r-9144739479.892645621d5372","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=r-9144739479.892645621d5372&grantRef=bas0100028","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=bas0100028","F03C1BCB-643A-4513-BD9F-468BCD498C12","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","21CFC584-0BCD-450C-B2C1-EFF574194DBF","6F1BD7DA-D3A3-4EB1-9316-403D2C1AEF20"
"EPSRC","EP/K002252/1","Research Grant","Policy Influence","Imperial College London","Electrical and Electronic Engineering","Strbac","Goran","","Provided expert review of International Renewable Energy Agency's policy brief on demand-side flexibility","Implementation circular/rapid advice/letter to e.g. Ministry of Health",,"Multiple continents/international","Better understanding of the role of demand-side flexibility for the energy transition.","https://www.irena.org/publications/2019/Dec/Demand-side-flexibility-for-power-sector-transformation","5e661cf3b693c7.12198905","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e661cf3b693c7.12198905&grantRef=EP%2FK002252%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K002252/1","F436EECC-7C31-4DFC-8563-F60ACD76D51C","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","27B40B02-5FD4-4344-9AD7-DA294127622B"
"EPSRC","EP/K000446/2","Research Grant","Policy Influence","University of Sheffield","Mechanical Engineering","Gibbins","Jonathan","","UKCCSRC - Energy and Climate Change Select Committee visit to UKCCSRC PACT - 23 January 2014","Gave evidence to a government review",,"National","As part of its inquiry into Carbon Capture and Storage, the Energy and Climate Change Select Committee visited the UKCCSRC's PACT facilities in Sheffield on Thursday 23 January 2014.

During their visit to PACT, the Committee participated in an introductory discussion on the equipment at PACT and its applications and then made a detailed tour of the site. In the afternoon, the Committee met at the University of Sheffield, taking evidence from CCS experts including UKCCSRC Members. A transcript of the evidence is available on the ECCC web site (http://data.parliament.uk/writtenevidence/committeeevidence.svc/evidencedocument/energy-and-climate-change-committee/carbon-capture-and-storage/oral/5618.pdf).

Tim Yeo MP, Chair of the Committee, said of the day &quot;Carbon capture and storage could be a key technology helping us to decarbonise our power sector and heavy industry. There is currently a disappointing lack of progress on developing CCS. The PACT facilities are an excellent example of the types of R&amp;D projects the UK should be investing in to ensure we have a home grown low-carbon industry here in the UK. I look forward to seeing firsthand how the facilities are bridging the gap between bench-scale R&amp;D and industrial pilot scale projects accelerating the development of novel carbon capture technologies. I am sure that our experience here will help to feed into our wider work on CCS.&quot;","https://ukccsrc.ac.uk/news-events/news/energy-and-climate-change-select-committee-visit-ukccsrc-pact-23-january-2014","5464889ab636b9.03065479","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5464889ab636b9.03065479&grantRef=EP%2FK000446%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/2","209A1667-A0A9-4BD2-AE81-D18E6DEEF424","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","2DA15EF0-6300-4D75-BF93-17D7432E6AD4"
