"FundingOrgName","ProjectReference","LeadROName","Department","ProjectCategory","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId","School","College"
"NERC","NE/P019749/1","University of Edinburgh","Sch of Geosciences","Research Grant","Tett","Simon","Frederick","http://orcid.org/0000-0001-7526-560X",NA,NA,NA,NA,"Metrics for Emissions Removal Limits for Nature","30/06/2017","30/07/2021",243350,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P019749/1","EA1A021F-9BBE-4321-AA4E-A530BCEF26FC","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3316451E-01DB-4ADD-AE44-25A575ED22C1","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/S010629/1","University of Edinburgh","Sch of Biological Sciences","Fellowship","Sadler","Joanna",NA,NA,NA,NA,NA,NA,"Molecular up-cycling: bio-transforming waste plastic into value-added products","31/08/2019","30/08/2022",279845,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/S010629/1","0ED13408-CAE1-497F-9423-B88C625F8B2D","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","893B24D2-713E-4A38-8DEF-0C971AB525F5","School of Biological Sciences","College of Science and Engineering"
"NERC","NE/P012922/1","University of Edinburgh","Sch of Geosciences","Fellowship","Clubb","Fiona",NA,"http://orcid.org/0000-0003-1135-1765",NA,NA,NA,NA,"Modelling the impact of future climate change on flood risk in Scotland","09/11/2016","07/05/2017",22189,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P012922/1","3947B015-33A5-4048-8AD4-0A6361FD6B16","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","79466565-257D-4FE2-B7B1-BCB608D07E30","School of Geosciences","College of Science and Engineering"
"NERC","NE/M021998/1","University of Edinburgh","Sch of Geosciences","Research Grant","Mitchard","Edward","Thomas","http://orcid.org/0000-0002-5690-4055",NA,NA,NA,NA,"Commercialising radar-based detection of deforestation and forest degradation","30/04/2015","29/06/2017",193881,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M021998/1","08CE8D65-A914-485C-913C-F3E73117D93D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","217AA8AA-514F-4E05-98FE-17F5AF6A42A0","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/T023112/1","University of Edinburgh","Sch of Engineering","Research Grant","Friedrich","Daniel",NA,"http://orcid.org/0000-0002-3951-2201",NA,NA,NA,NA,"INTEGRATE: Integrating seasoNal Thermal storagE with multiple enerGy souRces to decArbonise Thermal Energy","30/09/2020","29/09/2023",1445832,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T023112/1","1A69CF78-511C-4C66-BA7D-50958AAC835D","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D1FA2AE4-B3A0-41A7-93EF-08F0ACDBE418","School of Engineering","College of Science and Engineering"
"EPSRC","EP/J003964/2","University of Edinburgh","Sch of Biological Sciences","Fellowship","Rosser","Susan","Jane",NA,NA,NA,NA,NA,"A synthetic biology approach to optimisation of microbial fuel cell electricity production","01/11/2013","29/09/2017",727356,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J003964/2","4CFDD40F-626C-4284-9697-5576B32587F8","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","0BF12FB6-EEAD-4536-BC76-BA5D67259245","School of Biological Sciences","College of Science and Engineering"
"NERC","NE/F003919/1","University of Edinburgh","Sch of Geosciences","Research Grant","Palmer","Paul",NA,NA,NA,NA,NA,NA,"Probabilistic estimation of changes in BVOC emissions due to projected land-use change: atmospheric and policy implications","30/06/2008","29/09/2012",338315,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/F003919/1","E7E5EAE0-1F9B-45C7-8936-499D1443AAF6","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F64F8711-B1DE-406B-B648-5A427216B839","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/R000468/1","University of Edinburgh","Sch of Chemistry","Research Grant","McKeown","Neil",NA,NA,NA,NA,NA,NA,"High Permeance Membranes for Rapid-Response Retro-fit Carbon Capture","31/07/2017","30/07/2019",202084,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R000468/1","2EC472AC-9C03-4C06-B753-22C394781740","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","BD01CCE5-A70D-498C-8C30-B17B1AAC7D6C","School of Chemistry","College of Science and Engineering"
"NERC","NE/F002149/1","University of Edinburgh","Sch of Geosciences","Research Grant","Meir","Patrick",NA,NA,NA,NA,NA,NA,"Nutrient controls on the terrestrial carbon cycle: how does phosphorus deficiency influence plant respiration?","21/09/2008","29/09/2012",359374,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/F002149/1","7603344E-EB7C-486F-BE1F-D9788F84FDA2","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5664A7E8-95DC-4DCA-A6C2-9C72A6A7CA75","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/P004628/1","University of Edinburgh","Sch of Geosciences","Research Grant","Williams","Mathew",NA,"http://orcid.org/0000-0001-6117-5208",NA,NA,NA,NA,"Advanced technologies for efficient crop management: A participatory approach with application at farm scale","01/01/2017","31/12/2020",410572,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P004628/1","1DCCA903-53B9-417A-8DD6-E722C5BC9359","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B5BB39B9-0CFA-4514-8973-73C327F59EFE","School of Geosciences","College of Science and Engineering"
"NERC","NE/N020227/1","University of Edinburgh","Sch of Chemistry","Fellowship","Bell","Nicholle","Georgina",NA,NA,NA,NA,NA,"Molecular metrics for assessing the status of peatlands","30/09/2016","29/09/2019",325833,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N020227/1","BB285DA6-81B6-4C3B-B83E-967828CBB476","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","452CBC77-6677-47CB-AFC9-6B352502F969","School of Chemistry","College of Science and Engineering"
"NERC","NE/M021343/1","University of Edinburgh","Science  Technology & Innovation Studies","Research Grant","Yearley","Steven",NA,"http://orcid.org/0000-0002-1054-4592",NA,NA,NA,NA,"Food Security and Land Use: The Telecoupling Challenge","01/02/2015","31/12/2020",62152,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M021343/1","6D7AD2A0-6598-4BF9-B8D5-E7E73E3F7D2E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D60DBD0A-D439-447C-AC3A-95A06D643D87","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"AHRC","AH/M009270/1","University of Edinburgh","Edinburgh College of Art","Research Grant","Brennan","Matt",NA,"http://orcid.org/0000-0003-0308-7300",NA,NA,NA,NA,"Fields of Green: Addressing Sustainability and Climate Change through Music Festival Communities","14/04/2015","29/09/2016",45534,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/M009270/1","0C0F9236-A8A0-4515-820A-DDD8167299D5","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F754BF41-54B6-4CA1-AD3E-9B1A73194688","Edinburgh College of Art","College of Arts, Humanities & Social Sciences"
"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"BBSRC","BB/P022936/1","University of Edinburgh","Roslin Institute","Research Grant","Baggs","Liz",NA,NA,NA,NA,NA,NA,"Exploiting the potential of genotype microbiome interactions to promote sustainable soil health in southern Africa","30/04/2017","30/11/2019",430944,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P022936/1","8B5B3E15-22C7-45DD-A099-AFD143CFAE93","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","981E5899-8B3C-450B-9AC8-B594EFB06DE0","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"NERC","NE/J000701/1","University of Edinburgh","Royal (Dick) School of Veterinary Scienc","Research Grant","Welburn","Sue",NA,NA,NA,NA,NA,NA,"Dynamic Drivers of Disease in Africa: Ecosystems, livestock/wildlife, health and wellbeing","01/01/2012","29/04/2016",800692,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J000701/1","8FFCDEFF-B576-45DD-A7F5-ACE662299E91","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","55543E7E-FFF9-417A-B699-C8BBAA2FF9A6","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"BBSRC","BB/I011005/1","University of Edinburgh","The Roslin Institute","Research Grant","Burt","David","William","http://orcid.org/0000-0002-9991-1028",NA,NA,NA,NA,"Development of new tools for genetic selection for a sustainable poultry industry (CHIPSUS)","01/11/2010","31/10/2013",507743,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/I011005/1","EF6C5171-4AD8-4863-ABCD-5BCBC294D97D","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","67BC6003-E451-4ECA-BC17-ABAD6D214DFA","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"NERC","NE/P006310/1","University of Edinburgh","Sch of Geosciences","Research Grant","Ganeshram","Raja",NA,NA,NA,NA,NA,NA,"Can we detect changes in Arctic ecosystems?","30/04/2017","29/09/2022",522966,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P006310/1","2692BA5A-98C7-495C-B7D0-0D2469BE3E49","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","89874E4D-902B-4B2B-873D-A95B4CFF4738","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/P008682/1","University of Edinburgh","Sch of Engineering","Research Grant","Wallace","Robin",NA,NA,NA,NA,NA,NA,"United Kingdom Centre for Marine Energy Research","01/12/2016","30/05/2019",1517202,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P008682/1","F909C794-CDEB-4BC9-9E33-45053372DF70","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","9CC11928-89DC-43D7-878F-CA93578BDFEA","School of Engineering","College of Science and Engineering"
"NERC","NE/G019819/1","University of Edinburgh","Sch of Geosciences","Research Grant","Hegerl","Gabriele","C",NA,NA,NA,NA,NA,"Causes of change in European mean and extreme climate over the past 500 years","01/01/2010","20/12/2013",308545,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/G019819/1","68293519-6276-48FC-A3D3-DEE4DD121B57","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","7CAFCCFA-D267-4B70-88F7-1CC2926400FE","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/N026519/1","University of Edinburgh","Sch of Biological Sciences","Fellowship","Horsfall","Louise",NA,"http://orcid.org/0000-0003-1594-2992",NA,NA,NA,NA,"Biologically Upcycling Metals","01/03/2017","28/02/2023",1020945,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N026519/1","F12C55B4-0E62-4B37-8F7E-FF7D30B892E7","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","542FDC9A-B6E4-4EE8-ABA5-2451E4C7B2AE","School of Biological Sciences","College of Science and Engineering"
"NERC","NE/J016195/1","University of Edinburgh","Sch of Geosciences","Research Grant","Palmer","Paul",NA,NA,NA,NA,NA,NA,"UK/Brazil Research Network for an Amazonian Carbon Observatory","30/04/2012","31/12/2015",46416,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J016195/1","DFEEA9F3-37AE-4746-B751-F3310CA6AF79","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F64F8711-B1DE-406B-B648-5A427216B839","School of Geosciences","College of Science and Engineering"
"NERC","NE/T011920/1","University of Edinburgh","Sch of Geosciences","Fellowship","Slater","Donald",NA,"http://orcid.org/0000-0001-8394-6149",NA,NA,NA,NA,"Next generation projections of sea level contribution and freshwater export from the Greenland Ice Sheet","22/03/2021","21/03/2026",538484,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T011920/1","E57C966A-13B9-4D36-A711-F8DE8DF99812","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","FCD1D558-F8BC-44B6-9A41-5055F20D7EBE","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/J019720/1","University of Edinburgh","Sch of Engineering","Research Grant","Brandani","Stefano",NA,NA,NA,NA,NA,NA,"Feasibility of a wetting layer absorption carbon capture process based on chemical solvents","21/01/2013","09/04/2016",664248,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J019720/1","FA4F7E7B-DDE5-4F1D-AC07-C066DAA316AD","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00D053E2-B7A8-45F9-A7B0-2A823883ACC0","School of Engineering","College of Science and Engineering"
"EPSRC","EP/J019704/2","University of Edinburgh","Sch of Engineering","Research Grant","Sweatman","Martin","Brian",NA,NA,NA,NA,NA,"Feasibility of a wetting layer absorption carbon capture process based on chemical solvents","30/04/2013","29/09/2015",419674,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J019704/2","8B42DE1B-5C19-40D5-8D13-8415244FDACC","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B54FF3E0-3655-4BD8-98D7-AADC1CEDDB4F","School of Engineering","College of Science and Engineering"
"BBSRC","BB/I000305/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Stone","Graham",NA,"http://orcid.org/0000-0002-2737-696X",NA,NA,NA,NA,"Urban pollinators: their ecology and conservation","14/02/2011","12/08/2014",292840,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/I000305/1","DD1BBFF0-ABF4-4B23-AB1E-F42E7ABBFFB8","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","111A51D9-9DB4-4292-B2E7-7A27561BBAED","School of Biological Sciences","College of Science and Engineering"
"NERC","NE/G018278/1","University of Edinburgh","Sch of Geosciences","Research Grant","Meir","Patrick",NA,NA,NA,NA,NA,NA,"Biological controls on soil respiration and its climatic response across a large tropical elevation gradient","16/05/2010","16/12/2013",368674,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/G018278/1","38404B4D-2CD1-4B54-8597-B570EBF398C9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5664A7E8-95DC-4DCA-A6C2-9C72A6A7CA75","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/V003453/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Horsfall","Louise",NA,"http://orcid.org/0000-0003-1594-2992",NA,NA,NA,NA,"Sustainable cold expression of cleaning enzymes","30/09/2020","29/09/2023",253035,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/V003453/1","A871AA5B-9D7F-4455-850E-CED57F0ECA03","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","542FDC9A-B6E4-4EE8-ABA5-2451E4C7B2AE","School of Biological Sciences","College of Science and Engineering"
"EPSRC","EP/V042955/1","University of Edinburgh","Sch of Engineering","Research Grant","Djokic","Sasa",NA,NA,NA,NA,NA,NA,"DecarbonISation PAThways for Cooling and Heating (DISPATCH)","30/09/2021","29/09/2024",1401881,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/V042955/1","3E7F8BA4-0280-49E7-B6DE-F0EC941BE98D","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8A5954A6-C588-4F9C-B43E-CF3A23090082","School of Engineering","College of Science and Engineering"
"NERC","NE/K001329/1","University of Edinburgh","Sch of Geosciences","Research Grant","Stevenson","David",NA,NA,NA,NA,NA,NA,"Atmospheric Chemistry In The Earth System (ACITES) Network","01/03/2013","30/08/2015",163499,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K001329/1","B71E9D1F-2D37-409A-AAF8-D5BBFA02CEFA","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5074121F-D888-45EC-AD1F-C0D582521001","School of Geosciences","College of Science and Engineering"
"EPSRC","DT/F007744/1","University of Edinburgh","Sch of Geosciences","Research Grant","Haszeldine","Stuart",NA,NA,NA,NA,NA,NA,"CO2 Aquifer Storage Site Evaluation and Monitoring ( CASSEM )","31/07/2008","31/01/2011",719422,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=DT/F007744/1","825B7D6F-E79C-4BB4-A67E-2CAA13A75023","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8806A5B5-54A8-4315-916C-3559E79417C2","School of Geosciences","College of Science and Engineering"
"ESRC","ES/L002698/1","University of Edinburgh","Business School","Research Grant","Brander","Matthew","Cuchulain","http://orcid.org/0000-0003-4724-3985",NA,NA,NA,NA,"The application of consequential methods to corporate greenhouse gas accounting.","31/07/2013","30/07/2016",76193,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/L002698/1","012086AC-232A-4F6F-AE2D-DB51CF040F7E","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","650C89EE-C29E-444D-8A8B-E955E03CCF75","Business School","College of Arts, Humanities & Social Sciences"
"NERC","NE/R013209/2","University of Edinburgh","Sch of Engineering","Fellowship","Angeloudis","Athanasios",NA,"http://orcid.org/0000-0001-5021-3643",NA,NA,NA,NA,"Tidal energy operational and spatial planning optimisation","30/09/2018","30/05/2021",274002,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R013209/2","71DD2F6F-F436-4088-B8A3-5431808D3560","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8C8DF336-DEF7-4455-9FBF-DEC083B169B8","School of Engineering","College of Science and Engineering"
